StName,Instances,Lat,Long
st bees head,5,54.50569148,-3.629509177
stybarrow dodd,5,54.55737075,-3.012937342
tarn hows wood,5,54.38623048,-3.054920427
threlkeld fell,5,54.5937,-3.0324
threlkeld tarn,5,54.6435,-3.0428
waterfoot,5,54.61259631,-2.843962076
whinlatter forest park,5,54.61842172,-3.21580429
white moss slate quarry,5,54.44969239,-3.007031608
whitelees,5,54.76968977,-3.360255163
wythburn valley,5,54.50775682,-3.048615366
abbey park hospital the,4,54.13169,-3.21196
alston moor cp,4,54.7757889,-2.428735222
bannerigg,4,54.38701951,-2.88472145
barnscar,4,54.34754805,-3.330888683
barrows green,4,54.28976044,-2.729796665
beetham,4,54.208864,-2.772916803
bigland hall,4,54.24296258,-2.989872299
black beck,4,54.60622591,-3.407509782
black crag,4,54.42162226,-3.117485879
borrowdale beck,4,54.52301,-3.14943
borrowdale chapel,4,54.51566313,-3.147837314
broad stand,4,54.44768964,-3.210740246
buckbarrow (crowbarrow) crag,4,54.4584,-2.8005
carlisle castle,4,54.89706,-2.94192
cartmel sands,4,54.1798,-3.019
castle how,4,54.39407767,-3.178352937
cherry holm,4,54.5448,-2.941
cleator,4,54.50709984,-3.521433861
clifton hall,4,54.65143154,-3.48031573
crag fell,4,54.51757641,-3.398215108
dovack moor,4,54.5903,-2.7846
easthwaite,4,54.41943371,-3.333216757
ellerside breast plantn,4,54.20701444,-2.989012649
elterwater (hamlet),4,54.4332442,-3.039002713
ennerdale,4,54.52237239,-3.382718292
ferry nab,4,54.35105474,-2.961693427
flimby,4,54.6897623,-3.513528741
fox ghyll,4,54.44079926,-2.979216053
gatescarth pass,4,54.47800329,-2.81031865
glencoyne park,4,54.57064693,-2.941951678
goldrill bridge,4,54.5341,-2.9317
grass holme,4,54.3243,-2.9517
great urswick,4,54.16101155,-3.110451979
greystoke gill,4,54.65742115,-2.86039382
gunnerskeld stone circle,4,54.55341112,-2.669123108
hackthorpe,4,54.6014755,-2.706813076
halton,4,54.0667,-2.7667
hartsop hall,4,54.50407297,-2.934393446
hassness,4,54.53101279,-3.258143298
hawcoat,4,54.13301597,-3.216851573
hawkshead hall park,4,54.37099968,-3.018505631
heysham,4,54.0627,-2.8937
holborn hill ward,4,54.21511916,-3.276430185
hollins,4,54.31789843,-2.499672935
how hill,4,54.71076483,-2.939139684
ingleton,4,54.15006847,-2.467531658
ivy cottage,4,54.81928955,-2.848266267
jenkin hill,4,54.63729108,-3.12339241
kendal castle ward,4,54.32245701,-2.737
kendal strickland and fell ed,4,54.3351854,-2.753246119
kirkby,4,54.2296,-3.1767
knipe fold,4,54.38662523,-3.008727646
lake bank,4,54.29595261,-3.098712821
lancaster canal,4,54.1818153,-2.743218867
lanthwaite,4,54.5737671,-3.303085471
legberthwaite,4,54.56432408,-3.054706733
little strickland,4,54.56738,-2.67414
low birker pool,4,54.38297631,-3.24556399
mallerstang,4,54.3994,-2.338
manesty,4,54.55612573,-3.152090237
martindale forest,4,54.5395,-2.8949
melling,4,54.13407525,-2.615043979
miller bridge ho,4,54.43193645,-2.96358681
monk coniston,4,54.37724386,-3.054689994
natland,4,54.29738106,-2.735940772
old carlisle,4,54.80787753,-3.143681148
orton,4,54.46954,-2.5799
oxen fell,4,54.41332392,-3.040204919
preston patrick cp,4,54.24982875,-2.682114216
river marron,4,54.61713077,-3.447522481
river ure,4,54.36346175,-2.31552627
sadgill bridge,4,54.44397169,-2.79840819
silverdale railway station,4,54.16944,-2.80378
st. bees,4,54.4922,-3.5939
staveley-in-cartmel,4,54.27017189,-2.959809374
the calf,4,54.35,-2.5
town head,4,54.52427097,-2.579450169
troutbeck fells,4,54.4171,-2.9148
troutbeck station,4,54.6166667,-2.9333333
underley hall,4,54.21544471,-2.59187926
urswick,4,54.15367063,-3.126558227
vale of nathdale,4,54.5925,-3.0749
water yeat,4,54.2929411,-3.092801381
watercrook,4,54.31667,-2.75
wath brow,4,54.51627799,-3.506324376
whinfell beacon,4,54.39805211,-2.654693547
whinlatter pass,4,54.60912113,-3.246497483
white pike,4,54.34929544,-3.161684049
whiteless pike,4,54.55504677,-3.260312515
wrynose,4,54.4146,-3.1156
wythburn church,4,54.51299909,-3.04519697
wythburn head,4,54.49031597,-3.089851513
acorn bank,3,54.65001884,-2.596737456
ashness fell,3,54.55563955,-3.120972294
askrigg hall,3,54.7290897,-2.892972194
barrock lodge,3,54.82215178,-2.850210856
barrow beck,3,54.57040975,-3.133866753
blea crag,3,54.48438263,-3.134634474
blea water beck,3,54.48872593,-2.83932481
blelham beck,3,54.40279667,-2.971300469
blencow old hall,3,54.68515,-2.8444
bonning gate,3,54.35228457,-2.792455226
boredale beck,3,54.5493563,-2.889042008
borrowdale yews,3,54.50191129,-3.18145359
bowderdale,3,54.43473991,-2.501093793
branstree,3,54.47800329,-2.81031865
brigg cotts,3,54.38105291,-2.438846677
brundholme,3,54.6106,-3.0917
buckholme wood,3,54.62229035,-2.735736046
burton in kendal,3,54.1809,-2.7115
busk,3,54.77576136,-2.614134667
butterwick,3,54.56827295,-2.750231938
cark hall allotment,3,54.2342236,-2.958974995
carlisle cathedral,3,54.89447307,-2.9385813
casterton hall,3,54.20882814,-2.584885103
"castle hill (castle crag, borrowdale)",3,54.53278308,-3.162071952
castlerigg fell,3,54.56554471,-3.105950308
caton,3,54.07401559,-2.70990657
catterlen old hall,3,54.6816,-2.81129
causeway end,3,54.26241063,-2.790730596
cockshot beck,3,54.73616189,-3.220965971
coniston beck,3,54.3632,-3.0665
copeland district,3,54.45566233,-3.320308776
countess' pillar,3,54.65842288,-2.70538239
demmings,3,54.45695959,-2.688680588
dendron,3,54.12519918,-3.1511212
derwent falls,3,54.5582,-3.1396
dockray hall,3,54.84396607,-3.129126773
dove cottage (mus),3,54.4585187,-3.010494787
dove crags,3,54.48142775,-2.715638552
dovenby hall,3,54.6847,-3.40561
easterfield,3,54.3896,-3.28
ecclesrig crag,3,54.3959,-2.9429
edenhall,3,54.68518707,-2.674121871
endmoor,3,54.26297956,-2.698614719
eusemere,3,54.61270325,-2.828478347
froswick,3,54.46858675,-2.871858433
garburn pass,3,54.43263876,-2.871094954
gill head,3,54.264094,-2.46831278
gimmer crag,3,54.45756763,-3.118464888
glenridding beck,3,54.53848803,-2.983107138
glenridding bridge,3,54.54408023,-2.948913911
gowk hill,3,54.54059267,-2.857934145
grasmere hill,3,54.4506,-3.0117
great musgrave,3,54.51716655,-2.356206188
great strickland,3,54.6,-2.68333
greenside,3,54.43497994,-2.439422862
greysouthen,3,54.64847734,-3.437512477
grune point,3,54.89582493,-3.333312793
hackthorpe hall,3,54.59885136,-2.706707176
hagg wood,3,54.19030574,-2.820008941
hammar scar,3,54.43876715,-3.023723957
hardendale,3,54.52395909,-2.6412541
hardknott castle,3,54.40275929,-3.209416383
hause in the scar,3,54.74003992,-2.566991548
herbert's isle,3,54.5806,-3.148
hesketh hall,3,54.30406399,-3.191150711
high close,3,54.4388,-3.0222
high ireby,3,54.72640496,-3.203504884
hind crag,3,54.49292523,-3.18119442
hobcarton crag,3,54.58664703,-3.258000665
hollin house tongue,3,54.35798161,-3.192710108
holme ground,3,54.40420367,-3.055381673
iron crag,3,54.5001324,-3.351286702
irton hall,3,54.39195812,-3.378536374
isel hall,3,54.68933627,-3.311018241
isle of walney,3,54.08333,-3.23333
john o'gaunt ward,3,54.0395309,-2.780059534
karl lofts,3,54.53015592,-2.681413659
kentmere hall,3,54.43043,-2.84778
keppel crag,3,54.3882,-3.2381
kirk stone,3,54.468244,-2.918145377
kirkby thore,3,54.6248013,-2.560423764
"knight, the",3,54.54912515,-2.91996086
"lane, the",3,54.43486386,-2.47025844
lazonby,3,54.74965834,-2.703045134
leece,3,54.11416513,-3.15627008
leven,3,54.2557,-2.9897
leven sands,3,54.1614,-3.0645
lindeth twr,3,54.16334316,-2.819475718
linethwaite,3,54.50650808,-3.567752994
ling crag,3,54.55196461,-3.307956417
little blencow,3,54.68449044,-2.845452979
little gowder crag,3,54.49148799,-3.320119719
little musgrave,3,54.51607874,-2.378497142
longsleddale chapel,3,54.4189857,-2.770953447
longthwaite,3,54.59788803,-2.871120121
low fold,3,54.33399822,-2.838246529
low stott park,3,54.28814596,-2.960227249
low tarn,3,54.47384974,-3.288683238
macdonald swan hotel,3,54.4655,-3.0201
meal cross,3,54.65838149,-2.745563302
millbeck (great langdale),3,54.4499,-3.0888
millbeck (underskiddaw),3,54.62453314,-3.153844123
moresby hall,3,54.57379,-3.57413
nab cottage,3,54.44966001,-2.994852044
nether beck,3,54.46591971,-3.303098715
new cowper,3,54.7966448,-3.361160217
newbiggin hall,3,54.84602729,-2.879977509
"nook, the",3,54.30192597,-3.390896152
over water,3,54.70888675,-3.156416694
oxenholme junction,3,54.30496973,-2.72194771
parkgate,3,54.80711961,-3.221463546
"pen, the",3,54.55888661,-2.811921515
pheasant inn,3,54.66303491,-3.248147789
pike of stickle,3,54.45756763,-3.118464888
po house,3,54.23089981,-3.311789247
rakefoot,3,54.59250322,-3.106680651
rampside,3,54.08868558,-3.154391337
rannerdale beck,3,54.56387037,-3.276052803
riggindale beck,3,54.49576647,-2.841553354
river duddon,3,54.27705,-3.22672
river irt,3,54.40992914,-3.379139217
river lowther,3,54.61320824,-2.751058231
river petteril,3,54.86400004,-2.880368859
river wenning,3,54.11328124,-2.523258123
rydal beck,3,54.46778516,-2.979948462
rydal pass,3,54.44805566,-2.987559741
scale gill foot moss,3,54.25547539,-2.360755397
"scandal fell, lakes",3,54.4635722,-2.958003431
scilly bank,3,54.56061496,-3.554360816
silecroft,3,54.22174591,-3.326839056
sinks beck,3,54.85528341,-3.240371577
skirsgill,3,54.65378,-2.76401
slyne,3,54.08255761,-2.802595458
steel end,3,54.50318934,-3.042486266
stockghyll force,3,54.43205842,-2.94817178
stockhow hall,3,54.53500191,-3.445183327
sunny bank fm,3,54.12825081,-2.681041597
swarthmoor,3,54.18399718,-3.115221632
tilberthwaite high fells,3,54.40379098,-3.101593501
tirril,3,54.63108516,-2.766880426
tolson hall,3,54.3523846,-2.777069328
townend,3,54.6935844,-2.830125305
uldale,3,54.71772347,-3.172194677
uldale hall,3,54.72173449,-3.16747232
underbarrow scar,3,54.31495905,-2.791449798
waterhead pier (windermere),3,54.42217655,-2.964743621
waterside,3,54.79828966,-3.205639826
wetheral abbey,3,54.87971192,-2.830692932
wharfe,3,54.12123738,-2.332443598
wharton hall,3,54.45325673,-2.34706688
whelp side,3,54.52129448,-3.027495798
whitbarrow scar,3,54.27996687,-2.852510211
whitehaven castle,3,54.54543059,-3.583855239
winder,3,54.54361363,-3.476409438
wrynose bottom,3,54.40336061,-3.147804138
aldcliffe hall,2,54.0367,-2.8116
arneside,2,54.2018,-2.8337
arnside railway station,2,54.20257,-2.82804
asby,2,54.56952632,-3.450574204
ashness bridge,2,54.5671,-3.1303
ashton hall,2,54.01055285,-2.816470573
askham hall,2,54.6083,-2.75054
bampton grange,2,54.55558032,-2.738764437
bankend,2,54.4978,-3.5564
bannerdale beck,2,54.5338666,-2.880827109
bardsey green,2,54.16129008,-3.079824919
bassenthwaite chapel,2,54.6739,-3.199
belmount,2,54.38675288,-2.993329807
berrier,2,54.65696493,-2.92239556
birks brig,2,54.3834,-3.1809
black bull,2,54.3692,-3.0759
black cap,2,54.49291544,-3.129753458
black fell,2,54.41358538,-3.009389413
blea water,2,54.48667105,-2.856804844
bleaberry fell,2,54.56554471,-3.105950308
bleacrag,2,54.4854,-3.1329
bleak how,2,54.50168574,-3.124127367
blencow,2,54.68585917,-2.846358531
bolton low houses,2,54.78836359,-3.185864511
bomby,2,54.552276,-2.740534006
borrans hill,2,54.79127148,-2.987667687
borwick,2,54.15494566,-2.727422966
borwick hall,2,54.1509,-2.72784
bouth,2,54.26054949,-3.036355277
bowland bridge,2,54.29823419,-2.893151194
bowscale fell,2,54.66507648,-3.031121763
brampsholm,2,54.5815,-3.1418
brandelow,2,54.56875268,-2.689791015
branthwaite,2,54.60669575,-3.463206987
bridge end,2,54.8273419,-2.972979753
brigham,2,54.65,-3.41667
brough sowerby,2,54.50726853,-2.316633324
brown how,2,54.52691501,-3.367625476
buttermere chapel,2,54.54162121,-3.275009531
buttermere mountains,2,54.52447,-3.29607
caer mote,2,54.72593368,-3.250080075
caiston beck,2,54.48609941,-2.933983567
camerton,2,54.66022584,-3.496140693
cardew,2,54.83594471,-3.019901253
cark and cartmel railway station,2,54.17825,-2.9747
carnforth railway station,2,54.12961,-2.77147
cartmell sands,2,54.2035,-3.02867
castle hewen,2,54.80863934,-2.802161492
cat crag,2,54.313,-2.9691
caton green,2,54.08322381,-2.69559211
caton moor,2,54.06550415,-2.649451622
caudebec fells,2,54.7054,-3.0599
chapel of rydal,2,54.4472,-2.982
claife heights,2,54.36902855,-2.96211337
cleator moor,2,54.51627799,-3.506324376
codale tarn,2,54.4668356,-3.087855266
colthouse,2,54.37776609,-2.993112823
corney fell,2,54.31160487,-3.329728474
crook end,2,54.35197269,-2.838612341
cunningarth,2,54.80787753,-3.143681148
curwen woods,2,54.19997594,-2.712882581
dearbought hill,2,54.4433,-3.0208
deepdale head,2,54.24628793,-2.422067085
derwent lodge,2,54.59860339,-3.158683137
dob gill,2,54.50981897,-3.067528095
dockwray hall,2,54.33429,-2.74984
dod hill,2,54.44139947,-2.902123472
dollywaggon pike,2,54.51243821,-3.011825255
dragley beck,2,54.18825064,-3.080527477
dunnerdale fells,2,54.33117378,-3.176553642
easdale tarn,2,54.467,-3.0724
ellen dale,2,54.73652504,-3.384567776
ellen foot,2,54.71119,-3.50224
ennerdale forest,2,54.51564041,-3.323739466
esthwaite lodge,2,54.35979247,-2.992679211
far end,2,54.3771084,-3.070083976
fawe park,2,54.5921,-3.1607
fell side,2,54.72814931,-3.080322996
field head,2,54.63862903,-2.96846828
force bridge,2,54.2748,-2.758
fornside,2,54.57508065,-3.04432041
"fox ghyll, rydal",2,54.43739543,-2.983294491
fusedale beck,2,54.55856644,-2.858311409
gillfoot bay,2,54.88364367,-3.597954916
glencoyne wood,2,54.55787273,-2.951088338
glenridding dod,2,54.5495,-2.9592
goats water,2,54.3686,-3.1313
goldscope,2,54.5558,-3.1983
goody bridge,2,54.46737531,-3.026144286
grange bridge,2,54.547,-3.1552
grange fell,2,54.53829972,-3.136129797
grange-over-sands,2,54.18964474,-2.91196033
grate,2,54.29855809,-2.760687641
grayrigg,2,54.37108946,-2.654264555
graythwaite,2,54.3151,-2.9609
great dod,2,54.57614,-3.01892
great knoutberry hill,2,54.28252782,-2.330268896
great salkeld,2,54.72142135,-2.690948642
grey crag,2,54.4602319,-2.779111006
guardhouse,2,54.62014499,-3.029985208
hampsfield hall,2,54.21648943,-2.927889141
hanging stone,2,54.49291544,-3.129753458
hardknott pass,2,54.40306388,-3.178610544
hart horn tree,2,54.653,-2.6562
hartley castle,2,54.47127579,-2.331787349
hayeswater gill,2,54.4961414,-2.895382024
helbeack,2,54.53434917,-2.319860589
helme lodge,2,54.30764151,-2.745484043
hen holme,2,54.36926996,-2.931330322
high ground,2,54.34987205,-3.10015079
high heskett,2,54.793,-2.817
high house fell,2,54.4514396,-2.748094204
high house tarn,2,54.47510282,-3.165246389
high pike,2,54.70973932,-3.063301067
high pike hill,2,54.42641698,-2.300594556
high row,2,54.71026796,-3.001221355
higher heysham,2,54.03697321,-2.893344096
hollin how,2,54.3569,-2.82396
hollow stones,2,54.45652012,-3.226428384
ingleborough,2,54.1664,-2.3964
irton fell,2,54.41044805,-3.332925188
ivy crag,2,54.39521708,-3.055150986
keekle grove,2,54.52487397,-3.537548681
kendal castle,2,54.325,-2.7363
kent's mouth,2,54.2157,-2.8066
kirkbride,2,54.89712962,-3.208590874
knock cross,2,54.63246643,-2.503521598
lady holme,2,54.36926996,-2.931330322
landen nab,2,54.2757,-2.9582
langthwaite fm,2,54.21309363,-3.295888062
lanthwaite wood,2,54.57708759,-3.311855346
leighton hall,2,54.16364705,-2.773528575
levens force,2,54.27221918,-2.757154323
lingmell end,2,54.47768406,-2.85661699
lingy,2,54.49291544,-3.129753458
little arrow moor,2,54.35871732,-3.115777785
little clifton,2,54.64263512,-3.464497599
little meg,2,54.73058136,-2.660043139
long moor,2,54.29998526,-2.484088003
longdale,2,54.44352687,-2.547466208
longside edge,2,54.64583695,-3.170125118
low borrans,2,54.40046097,-2.914170532
low wood bridge,2,54.24424243,-3.006316758
low yewdale,2,54.38623048,-3.054920427
lower kentdale ed,2,54.22204958,-2.697326163
lowick green,2,54.26014483,-3.082406611
maddock,2,54.4115,-3.2141
maiden castle,2,54.6124874,-2.859445702
mardale chapel,2,54.49789357,-2.812120405
melbreak,2,54.5634,-3.3224
mere tarn,2,54.13390909,-3.12503408
mickeldore,2,54.45114551,-3.219909744
mickleden,2,54.44843761,-3.133640333
miller ground,2,54.38071741,-2.922199777
millom park,2,54.2322704,-3.278893685
mirehouse,2,54.52447723,-3.568441464
mockerkin,2,54.59844316,-3.400984732
morecambe and lunesdale co const,2,54.10592715,-2.721325269
mosser,2,54.60778268,-3.370335453
muncaster fell,2,54.37416175,-3.362543128
naddle bridge (st john's in the vale),2,54.60494686,-3.085171529
nettleslack,2,54.24203267,-3.097279575
oak bank,2,54.81051648,-2.816959445
otter bank,2,54.37074008,-2.715837301
over beck,2,54.45940722,-3.290160037
oxenholme,2,54.30140244,-2.721988692
parton,2,54.56919818,-3.585629036
plumpton hall,2,54.19750857,-3.050107783
ponton vale,2,54.6108,-2.8153
potter fell,2,54.38843213,-2.762348959
quernmore park hall,2,54.05598638,-2.740970969
rainsbarrow wood,2,54.33039962,-3.253432825
raisbeck,2,54.46150212,-2.547706093
ramp holme,2,54.35129599,-2.93092381
rawling end,2,54.5755,-3.1938
river caldew,2,54.7783739,-3.025147765
river derwent,2,54.57703262,-3.351799651
river ellen,2,54.72368476,-3.451889328
rossett gill,2,54.45727818,-3.149312303
rosthwaite chapel,2,54.51566313,-3.147837314
sandbed,2,54.39009578,-2.423541557
sandford,2,54.53881,-2.4218
scale gill beck,2,54.411,-3.2129
scalehill,2,54.73930575,-2.706787027
scar crag,2,54.57317832,-3.245400311
scout scar,2,54.31633516,-2.791764238
seat sandle,2,54.4948,-3.0145
seatoller bridge,2,54.5107,-3.1972
seatoller fell,2,54.51003511,-3.190772812
shap thorn,2,54.49691411,-2.656272585
shoulthwaite gill,2,54.56568507,-3.090485602
silverdale nab,2,54.1699,-2.8041
skeggles water,2,54.42408046,-2.809254477
skelton,2,54.71114,-2.87996
smaithwaite fm,2,54.56232266,-3.415213759
small water beck,2,54.48502314,-2.835389609
south lakeland district,2,54.27191,-2.79018
south solway mosses national nature reserve,2,54.86103214,-3.223092602
southwaite,2,54.79741691,-2.85795129
stable harvey,2,54.31392582,-3.099191618
stainton fell,2,54.33873087,-3.315220265
stair,2,54.58278516,-3.18379256
stang,2,54.54851269,-2.997256006
steel pike,2,54.4559,-3.1167
stile end,2,54.43296336,-2.824847585
stockdale beck,2,54.27628308,-2.549938627
stoneside hill,2,54.29380151,-3.313787932
swarth beck,2,54.62765803,-2.333762402
swineside,2,54.5915,-3.1727
swineside knott,2,54.56673679,-2.966763354
tallentire hall,2,54.70382,-3.39199
tebay,2,54.4340694,-2.589871499
the green,2,54.18017794,-2.973048054
the howe,2,54.2890618,-2.837333753
thimble hall,2,54.10191683,-2.558251851
thornholme,2,54.46312103,-3.442649019
three shire stone,2,54.41263588,-3.117241463
thrimby cp,2,54.56967368,-2.696861973
thurland castle,2,54.15569932,-2.589604465
thwaite force,2,54.5327,-2.7975
tongue gill,2,54.48547852,-3.011159472
torpenhow,2,54.74406381,-3.23510175
torver common wood,2,54.33947596,-3.081245167
townhead,2,54.70409114,-2.56649003
trough brook,2,54.0320165,-2.721001163
troutal,2,54.3761052,-3.177838147
troutbeck park,2,54.45948753,-2.887093115
ullswater (vale),2,54.57369498,-2.895614082
village of crosthwaite,2,54.3148,-2.8586
wanthwaite,2,54.60190506,-3.060489014
wasdale head hall fm,2,54.44721725,-3.256998458
waterend,2,54.58981219,-3.369732073
whelter crags,2,54.51481969,-2.834081949
whernside,2,54.23735256,-2.406631236
whernside tarns,2,54.24639149,-2.39137212
whicham,2,54.23073187,-3.327127286
whitbeck,2,54.2444167,-3.349484398
white moss,2,54.4488,-3.0116
white moss quarry,2,54.44969239,-3.007031653
white raise,2,54.514,-2.7205
whittington,2,54.16667,-2.6
witherslack hall (sch),2,54.27087005,-2.867679985
wolfa,2,54.71225349,-2.721840156
wraysholme tower,2,54.17143436,-2.942201223
wrynose fell,2,54.43060862,-3.117730429
wyth burn,2,54.48480836,-3.088332324
yealand storrs,2,54.18162232,-2.773864038
yew barrow,2,54.27891049,-2.990733835
yewdale lodge,2,54.36901996,-3.075861455
abbey flatts,1,54.55182797,-3.538562461
achness fell,1,54.5682,-3.2157
adgarly,1,54.14190742,-3.152628286
aldstone,1,54.8126,-2.4388
allerdale district (b),1,54.70793681,-3.282269464
alneburgh hall,1,54.718,-3.4869
alston moor ward,1,54.7757889,-2.428735222
angler's crag,1,54.5222,-3.3935
annaside,1,54.26547469,-3.394813113
armathwaite castle,1,54.80526,-2.77052
armboth house,1,54.54526443,-3.075857185
ashes beck,1,54.29781316,-3.014585423
askham fell,1,54.59503824,-2.781682138
auldby,1,54.70235456,-2.861344561
backside beck,1,54.38093706,-2.469641827
bank end,1,54.2856276,-3.236709373
bank head hill,1,54.23251952,-3.267608428
bannisdale,1,54.4048,-2.7003
bannisdale beck,1,54.4203199,-2.728359478
barrock-gill,1,54.81041076,-2.832518767
beacon tarn,1,54.30479824,-3.114318919
beck side,1,54.22971534,-3.17842364
beckermet,1,54.44666244,-3.512082392
beckermet church,1,54.44054443,-3.520590367
beckstones plantation,1,54.25972032,-3.145166534
beetham hall,1,54.20474083,-2.768490899
beetham mill,1,54.21306493,-2.773859045
bewaldeth,1,54.69929301,-3.218221638
"bield, the",1,54.4221768,-3.055843425
bird dyke,1,54.58047288,-3.400368072
birkby fell,1,54.35670252,-3.315794299
birker beck,1,54.38415472,-3.270470868
birket houses,1,54.33355522,-2.899761098
birkrigg common,1,54.16115179,-3.095138514
blackbeck,1,54.44439886,-3.503684693
blaze fell,1,54.78376192,-2.78531768
blea water (shap),1,54.4886204,-2.853616578
blencarn,1,54.6748115,-2.563004034
blincraik,1,54.7023,-3.2973
blind tarn,1,54.3585741,-3.131164524
blue dial,1,54.75082403,-3.43732062
bobbin mill,1,54.28814596,-2.960227249
bolton new houses,1,54.78960908,-3.174273417
boltons ward,1,54.69830406,-3.168232146
borwick rails,1,54.20459329,-3.249621243
botcherby,1,54.89072898,-2.912136683
bothel,1,54.73830465,-3.27182138
bouthrey bridge,1,54.2913256,-3.090427364
bowmanstead,1,54.36053048,-3.07442484
bowness knott,1,54.5273,-3.3735
bowscar,1,54.70307779,-2.752717678
brackenburgh old tower,1,54.73783,-2.81537
brandlegill beck,1,54.6889,-3.0586
branthwaite edge,1,54.60669575,-3.463206987
brayton park,1,54.77037095,-3.29809024
bretherdale bank,1,54.44290496,-2.670830363
bridge house,1,54.43193645,-2.96358681
briery,1,54.61047549,-3.107168219
brigham row,1,54.6042,-3.1243
brim fell,1,54.37669023,-3.116265142
brisco,1,54.85831038,-2.900631708
broadgate fm,1,54.38770346,-2.870142964
broadness fm,1,54.65451936,-3.201379372
brotto gill,1,54.5567,-3.0553
brough hill,1,54.53410159,-2.363208136
"brow, the",1,54.3943743,-3.147553261
brown cove,1,54.53041127,-3.012269722
brundholme wood,1,54.61232111,-3.096928834
buck crag,1,54.43263876,-2.871094954
burneside hall,1,54.35716085,-2.755484536
butterswick,1,54.5692,-2.7609
caermote,1,54.7198,-3.2404
caldar abbey,1,54.44475644,-3.463377711
caldbeck fells,1,54.70973932,-3.063301067
calder,1,54.4448,-3.4634
"calf, the",1,54.37176077,-2.515721465
calfhow pike,1,54.58419955,-3.02907822
calgarth woods,1,54.389,-2.9281
carhullan,1,54.55898939,-2.796458017
carnforth junction,1,54.1282238,-2.773500796
carrock,1,54.8833,-2.6781
cart lane,1,54.1867,-2.9251
castle folds,1,54.47954629,-2.532511888
castlesteads,1,54.62219526,-2.751223763
cat bank,1,54.36812181,-3.069850309
catgill hall,1,54.47096557,-3.535526139
caudale moor,1,54.48633398,-2.903112403
causeway foot,1,54.58365752,-3.09096556
church brough,1,54.51625634,-2.316702839
church of st mungo,1,54.71376,-3.44154
city of bardscar,1,54.3512,-3.3354
clough head,1,54.59318593,-3.029304779
cockley bridge,1,54.4048,-3.162
coe moss,1,54.3441,-3.1583
coldbeck,1,54.43503503,-2.424004992
common fell,1,54.57584599,-2.951506828
coomb height,1,54.68264395,-3.07810563
corbie castle,1,54.8797,-2.8263
coupland,1,54.56080778,-2.440774713
crakeplace hall,1,54.60688185,-3.447728832
croft house fm,1,54.73584415,-3.157184415
croglin fell,1,54.83867029,-2.615089454
crooklands,1,54.24491435,-2.713657159
crosby ravensworth,1,54.5268841,-2.584587269
crosbythwaite farm,1,54.33967612,-3.239678735
cumrew fell,1,54.85631245,-2.677673538
cunsey beck,1,54.34206781,-2.961483628
dale end,1,54.44940214,-3.025694772
dalston hall (hotel),1,54.85430038,-2.973628544
dalton old hall fm,1,54.17301273,-2.712418851
dearham,1,54.70933873,-3.446239749
deepdale hall,1,54.52204646,-2.934803776
derwent bank,1,54.5921,-3.1531
derwent bay,1,54.58308385,-3.152850782
dissinton,1,54.6014,-3.534
dock tarn,1,54.52047148,-3.120183346
doup crag,1,54.4773471,-2.902914399
doves nest,1,54.41649415,-2.944576972
dow crags,1,54.3691,-3.138
drig rock,1,54.3479,-3.4692
drigg railway station,1,54.377,-3.44392
dubbs beck,1,54.40599874,-2.888096328
dubmill,1,54.7905,-3.4354
duddon sands,1,54.2167,-3.2167
dufton pike,1,54.63259128,-2.472536862
dunfell,1,54.68490908,-2.451181735
dunnerholme,1,54.2050615,-3.203634352
eastward,1,54.54131162,-2.749737255
eel crag,1,54.57301815,-3.260866991
eel tarn,1,54.40228768,-3.255624047
eggerslack wood,1,54.20761929,-2.912356201
egton with newland cp,1,54.22466927,-3.061221817
ellen,1,54.7167,-3.5
"ellers, the",1,54.82641976,-3.081932958
elmsfield ho,1,54.21776592,-2.743864289
ennerdale chapel,1,54.52941321,-3.44167936
erne crag,1,54.46763335,-2.995288045
erne nest crag,1,54.49484367,-2.965065932
esk carse,1,54.3955,-3.25
esthwaite hall,1,54.35080564,-2.992462583
ewan close,1,54.77487482,-2.769597776
fairbank wood,1,54.71644034,-2.808289236
far sawrey,1,54.35105474,-2.961693427
fea fow,1,54.34540133,-2.346157594
fisher crag,1,54.53886454,-3.074312009
fisher gill,1,54.55710791,-3.043861115
fisher place,1,54.55697352,-3.059322813
flattern tarn,1,54.5407,-3.3555
flockborough,1,54.1741,-2.9721
force crag,1,54.58216404,-3.245674377
fothergill,1,54.69597169,-3.51297473
foulney,1,54.05,-3.15
foulshaw moss,1,54.2352431,-2.820899592
four stones rigg,1,54.19241174,-2.406190008
fox house fm,1,54.68774567,-3.45060599
foxfield,1,54.25882534,-3.220553453
frizington parks,1,54.53462871,-3.476085078
gallows hill,1,54.03870093,-2.618490598
gamelsby,1,54.86164367,-3.160784029
garnett bridge,1,54.38625832,-2.733086513
gars,1,54.43480287,-2.485676146
garsdale,1,54.30032004,-2.391883432
gate side,1,54.35357919,-2.561657828
gawthwaite,1,54.2537288,-3.11570512
ghyll stickle,1,54.4528432,-3.09105695
gilcrux,1,54.73357451,-3.374577828
gill house beck,1,54.23247181,-3.158400584
glassonby,1,54.73956838,-2.660189245
glenderaterra beck,1,54.63757452,-3.092408618
goat cragg,1,54.5363,-3.1699
great crossthwaite,1,54.62825914,-3.140008238
great stickle,1,54.31289752,-3.206779539
